,model,price,price_score,plate,Reg. year,Fuel,KM driven,Transmission,Engine capacity,Ownership,Make year,Insurance type,Source,variant,car_age,reg_age,ngt_life,ngt_critical,frequency,re_register,km_per_year,is_luxury_brand,ownership_strength
10450,MARUTI WAGON R,155000.0,,Faridabad,2012,CNG,90000,Manual,998.0,2,2012,-,CarDekho,LXI ,14,14,1,True,595,True,6428.57,False,0.14285714285714285
10451,NISSAN MICRA ACTIVE,200000.0,,New Delhi,2015,Petrol,34000,Manual,1198.0,1,2015,-,CarDekho,XV ,11,11,4,False,5,False,3090.91,False,0.09090909090909091
10452,HONDA AMAZE,175000.0,,New Delhi,2014,Petrol,75734,Manual,1199.0,1,2014,Comprehensive,CarDekho,S ,12,12,3,True,408,False,6311.17,False,0.08333333333333333
10453,TOYOTA ETIOS,200000.0,,New Delhi,2013,Petrol,50000,Manual,1496.0,1,2013,-,CarDekho,G,13,13,2,True,144,False,3846.15,False,0.07692307692307693
10455,MAHINDRA KUV 100,163000.0,,New Delhi,2016,Petrol,37253,Manual,1198.0,3,2015,-,CarDekho,MFALCON G80 K8,11,10,4,False,10,False,3386.64,False,0.2727272727272727
10456,HYUNDAI I10,200000.0,,New Delhi,2013,Petrol,29000,Manual,1086.0,2,2013,-,CarDekho,SPORTZ ,13,13,2,True,373,False,2230.77,False,0.15384615384615385
10457,MARUTI SWIFT DZIRE,140000.0,,Ghaziabad,2011,Petrol,210000,Manual,1298.0,1,2011,-,CarDekho,VXI,15,15,0,True,92,True,14000.0,False,0.06666666666666667
10458,MARUTI ALTO K10,183000.0,,New Delhi,2014,Petrol,13152,Manual,998.0,1,2014,-,CarDekho,VXI,12,12,3,True,39,False,1096.0,False,0.08333333333333333
10460,HONDA CITY,200000.0,,New Delhi,2011,Petrol,160000,Manual,1497.0,2,2011,-,CarDekho,V ,15,15,0,True,684,False,10666.67,False,0.13333333333333333
10461,HYUNDAI EON,199000.0,,ballabhgarh,2017,Petrol,68000,Manual,814.0,2,2017,Comprehensive,CarDekho,ERA PLUS,9,9,6,False,109,True,7555.56,False,0.2222222222222222
10462,RENAULT KWID,155000.0,,New Delhi,2015,Petrol,32661,Manual,799.0,2,2015,Third Party,CarDekho,RXT,11,11,4,False,190,False,2969.18,False,0.18181818181818182
10463,MARUTI ALTO 800,191000.0,,New Delhi,2013,Petrol,79125,Manual,796.0,1,2013,Comprehensive,CarDekho,LXI,13,13,2,True,57,False,6086.54,False,0.07692307692307693
10464,RENAULT KWID,150000.0,,New Delhi,2016,Petrol,90000,Manual,799.0,4,2016,-,CarDekho,RXT,10,10,5,False,190,False,9000.0,False,0.4
10465,HYUNDAI GRAND I10,197000.0,,New Delhi,2014,Petrol,64674,Manual,1197.0,1,2014,Third Party,CarDekho,SPORTZ,12,12,3,True,457,False,5389.5,False,0.08333333333333333
10466,MARUTI WAGON R,191000.0,,New Delhi,2014,Petrol,10000,Manual,998.0,1,2014,Third Party,CarDekho,VXI BS IV,12,12,3,True,595,False,833.33,False,0.08333333333333333
10467,TOYOTA ETIOS,186000.0,,Gurgaon,2011,Petrol,80000,Manual,1496.0,1,2011,-,CarDekho,VX,15,15,0,True,144,True,5333.33,False,0.06666666666666667
10468,MARUTI WAGON R,159000.0,,New Delhi,2015,Diesel,73000,Manual,970.0,2,2015,Third Party,CarDekho,,11,11,-1,True,595,False,6636.36,False,0.18181818181818182
10469,HONDA CITY,110000.00000000001,,New Delhi,2011,Petrol,120000,Manual,1497.0,3,2011,-,CarDekho,S,15,15,0,True,684,False,8000.0,False,0.2
10470,HYUNDAI GRAND I10,150000.0,,Ghaziabad,2014,Petrol,160000,Manual,1197.0,2,2014,-,CarDekho,ERA,12,12,3,True,457,True,13333.33,False,0.16666666666666666
10471,TOYOTA ETIOS,150000.0,,New Delhi,2011,Petrol,120000,Manual,1496.0,1,2011,-,CarDekho,V,15,15,0,True,144,False,8000.0,False,0.06666666666666667
10472,HYUNDAI I10,140000.0,,New Delhi,2013,Petrol,150000,Manual,1086.0,3,2013,-,CarDekho,ERA,13,13,2,True,373,False,11538.46,False,0.23076923076923078
10473,HYUNDAI VERNA,200000.0,,Faridabad,2013,Petrol,80000,Manual,1396.0,3,2013,-,CarDekho, VTVT,13,13,2,True,220,True,6153.85,False,0.23076923076923078
10474,HYUNDAI I10,140000.0,,New Delhi,2012,Petrol,65000,Manual,1086.0,2,2012,Comprehensive,CarDekho,ERA,14,14,1,True,373,False,4642.86,False,0.14285714285714285
10475,MARUTI WAGON R,150000.0,,New Delhi,2012,Petrol,152000,Manual,998.0,3,2012,-,CarDekho,LXI BS IV,14,14,1,True,595,False,10857.14,False,0.21428571428571427
10476,HONDA AMAZE,199000.0,,Gurgaon,2013,Petrol,89000,Manual,1198.0,1,2013,-,CarDekho,S I-VTECH,13,13,2,True,408,True,6846.15,False,0.07692307692307693
10477,VOLKSWAGEN POLO,110000.00000000001,,New Delhi,2011,Petrol,90000,Manual,1198.0,2,2011,-,CarDekho, HIGHLINE ,15,15,0,True,114,False,6000.0,False,0.13333333333333333
10478,HYUNDAI I10,160000.0,,Faridabad,2013,Petrol,70000,Manual,1197.0,2,2013,-,CarDekho,SPORTZ OPTION,13,13,2,True,373,True,5384.62,False,0.15384615384615385
10479,HONDA CITY,130000.0,,New Delhi,2011,Petrol,105000,Manual,1497.0,2,2011,-,CarDekho,E,15,15,0,True,684,False,7000.0,False,0.13333333333333333
10480,HONDA CITY,145000.0,,New Delhi,2012,Petrol,98438,Manual,1497.0,1,2012,Third Party,CarDekho, S ,14,14,1,True,684,False,7031.29,False,0.07142857142857142
10481,TOYOTA ETIOS,145000.0,,New Delhi,2011,Petrol,160000,Manual,1496.0,1,2011,-,CarDekho,VX,15,15,0,True,144,False,10666.67,False,0.06666666666666667
10482,HONDA CITY,181000.0,,Gurgaon,2012,Petrol,99983,Manual,1497.0,1,2012,Third Party,CarDekho,V ,14,14,1,True,684,True,7141.64,False,0.07142857142857142
10483,MARUTI ALTO 800,150000.0,,Gurgaon,2013,Petrol,90000,Manual,796.0,2,2013,-,CarDekho,LXI,13,13,2,True,57,True,6923.08,False,0.15384615384615385
10484,TATA NANO,175000.0,,New Delhi,2016,Petrol,32000,Manual,624.0,1,2016,Third Party,CarDekho,TWIST XT,10,10,5,False,8,False,3200.0,False,0.1
10485,RENAULT KWID,199000.0,,New Delhi,2018,Petrol,40094,Manual,799.0,2,2018,Third Party,CarDekho,RXL,8,8,7,False,190,False,5011.75,False,0.25
10486,VOLKSWAGEN POLO,120000.0,,New Delhi,2011,Petrol,160000,Manual,1198.0,1,2011,-,CarDekho, TRENDLINE ,15,15,0,True,114,False,10666.67,False,0.06666666666666667
10487,RENAULT KWID,190000.0,,New Delhi,2017,Petrol,100000,Manual,799.0,1,2017,-,CarDekho,RXT,9,9,6,False,190,False,11111.11,False,0.1111111111111111
10488,MARUTI WAGON R,120000.0,,New Delhi,2012,CNG,100000,Manual,998.0,4,2012,-,CarDekho,LXI ,14,14,1,True,595,False,7142.86,False,0.2857142857142857
10489,HYUNDAI SANTRO XING,155000.0,,New Delhi,2013,Petrol,70000,Manual,1086.0,1,2013,Comprehensive,CarDekho,GL,13,13,2,True,30,False,5384.62,False,0.07692307692307693
10490,HYUNDAI I10,200000.0,,New Delhi,2011,Petrol,40000,Manual,1197.0,2,2011,-,CarDekho,SPORTZ,15,15,0,True,373,False,2666.67,False,0.13333333333333333
10491,HYUNDAI I10,145000.0,,New Delhi,2012,Petrol,80000,Manual,1197.0,2,2012,-,CarDekho,MAGNA,14,14,1,True,373,False,5714.29,False,0.14285714285714285
10492,VOLKSWAGEN POLO,150000.0,,New Delhi,2011,Petrol,160000,Manual,1198.0,3,2011,-,CarDekho, COMFORTLINE ,15,15,0,True,114,False,10666.67,False,0.2
10493,MARUTI WAGON R,190000.0,,Faridabad,2012,LPG,49000,Manual,998.0,1,2012,Third Party,CarDekho,DUO LX BSIII,14,14,1,True,595,True,3500.0,False,0.07142857142857142
10494,HYUNDAI I10,150000.0,,Raipur,2013,Petrol,37900,Manual,1197.0,1,2013,Third Party,CarDekho,MAGNA,13,13,2,True,373,True,2915.38,False,0.07692307692307693
10495,HYUNDAI SANTRO XING,170000.0,,DD08,2013,CNG,150000,Manual,1086.0,1,2013,-,CarDekho,GL PLUS ,13,13,2,True,30,True,11538.46,False,0.07692307692307693
10498,MARUTI ALTO 800,135000.0,,Gurgaon,2014,Petrol,103856,Manual,796.0,1,2014,-,CarDekho,LXI,12,12,3,True,57,True,8654.67,False,0.08333333333333333
10499,MARUTI WAGON R,174000.0,,Gurgaon,2015,Petrol,39871,Manual,998.0,1,2015,Third Party,CarDekho,LXI BS IV,11,11,4,False,595,True,3624.64,False,0.09090909090909091
10500,TOYOTA ETIOS,150000.0,,New Delhi,2011,Petrol,120000,Manual,1496.0,2,2011,-,CarDekho,VX,15,15,0,True,144,False,8000.0,False,0.13333333333333333
10501,MARUTI SWIFT DZIRE,140000.0,,New Delhi,2012,Petrol,160000,Manual,1197.0,2,2012,-,CarDekho,LXI,14,14,1,True,92,False,11428.57,False,0.14285714285714285
10504,HYUNDAI EON,113999.99999999999,,New Delhi,2013,Petrol,150000,Manual,814.0,1,2013,-,CarDekho,ERA PLUS,13,13,2,True,109,False,11538.46,False,0.07692307692307693
10505,HYUNDAI I10,187000.0,,New Delhi,2015,Petrol,45519,Manual,1086.0,1,2014,Third Party,CarDekho,MAGNA ,12,11,3,True,373,False,3793.25,False,0.08333333333333333
10506,HONDA BRIO,200000.0,,New Delhi,2013,Petrol,50000,Manual,1198.0,2,2013,-,CarDekho,V ,13,13,2,True,106,False,3846.15,False,0.15384615384615385
10507,HONDA BRIO,160000.0,,Gurgaon,2013,Petrol,40000,Manual,1198.0,1,2013,-,CarDekho,E ,13,13,2,True,106,True,3076.92,False,0.07692307692307693
10508,MARUTI WAGON R,111000.00000000001,,New Delhi,2011,Petrol,50000,Manual,998.0,2,2011,-,CarDekho,LXI BS IV,15,15,0,True,595,False,3333.33,False,0.13333333333333333
10510,DATSUN GO,150000.0,,New Delhi,2014,Petrol,70000,Manual,1198.0,1,2014,-,CarDekho,T BSIV,12,12,3,True,19,False,5833.33,False,0.08333333333333333
10511,MARUTI WAGON R,188000.0,,New Delhi,2015,Petrol,77060,Manual,998.0,1,2014,Third Party,CarDekho,LXI BS IV,12,11,3,True,595,False,6421.67,False,0.08333333333333333
10512,MARUTI WAGON R,197000.0,,Gurgaon,2015,Petrol,69690,Manual,998.0,2,2015,Third Party,CarDekho,VXI BS IV,11,11,4,False,595,True,6335.45,False,0.18181818181818182
10513,TOYOTA ETIOS,130000.0,,New Delhi,2011,Petrol,96000,Manual,1496.0,1,2011,Third Party,CarDekho,G,15,15,0,True,144,False,6400.0,False,0.06666666666666667
10514,MARUTI ALTO 800,169000.0,,New Delhi,2015,Petrol,79783,Manual,796.0,1,2015,Third Party,CarDekho,VXI,11,11,4,False,57,False,7253.0,False,0.09090909090909091
10515,MARUTI WAGON R,110000.00000000001,,New Delhi,2011,Petrol,90000,Manual,998.0,2,2011,-,CarDekho,VXI BS IV,15,15,0,True,595,False,6000.0,False,0.13333333333333333
10516,DATSUN GO PLUS,161000.0,,Bareilly,2015,Petrol,83115,Manual,1198.0,1,2015,-,CarDekho,T,11,11,4,False,3,True,7555.91,False,0.09090909090909091
10517,HYUNDAI GRAND I10,200000.0,,Hodal,2017,Diesel,120000,Manual,1186.0,3,2017,-,CarDekho, CRDI MAGNA,9,9,1,True,457,True,13333.33,False,0.3333333333333333
10518,TATA NANO,195000.0,,New Delhi,2017,Petrol,48000,Automatic,624.0,1,2017,Comprehensive,CarDekho,TWIST XTA,9,9,6,False,8,False,5333.33,False,0.1111111111111111
10519,HYUNDAI I10,180000.0,,New Delhi,2013,Petrol,100000,Manual,1197.0,1,2013,-,CarDekho,MAGNA,13,13,2,True,373,False,7692.31,False,0.07692307692307693
10520,MARUTI ALTO K10,140000.0,,New Delhi,2014,Petrol,65095,Manual,998.0,1,2013,Comprehensive,CarDekho,LXI,13,12,2,True,39,False,5007.31,False,0.07692307692307693
10521,MARUTI WAGON R,150000.0,,New Delhi,2011,Petrol,82000,Manual,998.0,1,2011,Comprehensive,CarDekho,VXI BS IV,15,15,0,True,595,False,5466.67,False,0.06666666666666667
10522,MARUTI WAGON R,138000.0,,palwal,2014,Petrol,87492,Manual,998.0,2,2014,Third Party,CarDekho,LXI BS IV,12,12,3,True,595,True,7291.0,False,0.16666666666666666
10523,TOYOTA ETIOS,128000.0,,New Delhi,2011,Petrol,70000,Manual,1496.0,1,2011,-,CarDekho,G,15,15,0,True,144,False,4666.67,False,0.06666666666666667
10524,DATSUN GO,135000.0,,New Delhi,2014,Petrol,17068,Manual,1198.0,1,2014,Comprehensive,CarDekho,T,12,12,3,True,19,False,1422.33,False,0.08333333333333333
10525,HYUNDAI EON,120000.0,,New Delhi,2013,Petrol,139500,Manual,814.0,2,2013,-,CarDekho,D LITE PLUS,13,13,2,True,109,False,10730.77,False,0.15384615384615385
10527,MARUTI WAGON R,200000.0,,New Delhi,2013,CNG,70000,Manual,998.0,1,2013,-,CarDekho,LXI ,13,13,2,True,595,False,5384.62,False,0.07692307692307693
10528,HYUNDAI I10,165000.0,,New Delhi,2013,Petrol,65000,Manual,1086.0,2,2013,-,CarDekho,ERA,13,13,2,True,373,False,5000.0,False,0.15384615384615385
10529,MARUTI WAGON R,148000.0,,Gurgaon,2015,Petrol,88615,Manual,998.0,2,2014,Third Party,CarDekho,LXI BS IV,12,11,3,True,595,True,7384.58,False,0.16666666666666666
10530,HONDA BRIO,160000.0,,New Delhi,2012,Petrol,150000,Manual,1198.0,2,2012,-,CarDekho,V ,14,14,1,True,106,False,10714.29,False,0.14285714285714285
10532,MARUTI SWIFT DZIRE,125000.0,,New Delhi,2011,Petrol,60000,Manual,1298.0,2,2011,-,CarDekho,VXI,15,15,0,True,92,False,4000.0,False,0.13333333333333333
10533,MARUTI ALTO K10,135000.0,,New Delhi,2011,Petrol,60000,Manual,998.0,1,2011,-,CarDekho,LXI,15,15,0,True,39,False,4000.0,False,0.06666666666666667
10534,TOYOTA ETIOS,110000.00000000001,,New Delhi,2012,Petrol,122000,Manual,1496.0,2,2012,-,CarDekho,G,14,14,1,True,144,False,8714.29,False,0.14285714285714285
10535,TOYOTA ETIOS,181000.0,,New Delhi,2011,Petrol,100000,Manual,1496.0,1,2011,-,CarDekho,V,15,15,0,True,144,False,6666.67,False,0.06666666666666667
10536,HYUNDAI SANTRO XING,121000.0,,New Delhi,2014,Petrol,63000,Manual,1086.0,2,2014,-,CarDekho,GLS,12,12,3,True,30,False,5250.0,False,0.16666666666666666
10537,MARUTI RITZ,155000.0,,New Delhi,2013,Petrol,59000,Manual,1197.0,3,2013,Third Party,CarDekho,LXI,13,13,2,True,51,False,4538.46,False,0.23076923076923078
10538,MARUTI WAGON R,170000.0,,New Delhi,2014,CNG,120000,Manual,998.0,1,2014,-,CarDekho,LXI ,12,12,3,True,595,False,10000.0,False,0.08333333333333333
10539,HONDA BRIO,200000.0,,New Delhi,2015,Petrol,160000,Automatic,1198.0,1,2015,-,CarDekho,VX ,11,11,4,False,106,False,14545.45,False,0.09090909090909091
10540,HYUNDAI SANTRO XING,125000.0,,New Delhi,2012,Petrol,80000,Manual,1086.0,1,2012,-,CarDekho,GLS,14,14,1,True,30,False,5714.29,False,0.07142857142857142
10541,RENAULT KWID,160000.0,,New Delhi,2017,Petrol,80000,Manual,799.0,1,2017,-,CarDekho,RXT,9,9,6,False,190,False,8888.89,False,0.1111111111111111
10543,MARUTI ALTO 800,150000.0,,Noida,2015,Petrol,80000,Manual,796.0,1,2015,-,CarDekho,VXI,11,11,4,False,57,True,7272.73,False,0.09090909090909091
10544,HONDA AMAZE,192000.0,,New Delhi,2015,Petrol,74628,Manual,1198.0,1,2015,Third Party,CarDekho,SX I-VTEC,11,11,4,False,408,False,6784.36,False,0.09090909090909091
10545,TOYOTA ETIOS,104000.0,,New Delhi,2011,Petrol,100000,Manual,1496.0,3,2011,-,CarDekho,G,15,15,0,True,144,False,6666.67,False,0.2
10546,HYUNDAI I10,173000.0,,New Delhi,2015,Petrol,64574,Manual,1086.0,1,2015,Third Party,CarDekho,MAGNA ,11,11,4,False,373,False,5870.36,False,0.09090909090909091
10547,MARUTI ALTO 800,150000.0,,ballabhgarh,2013,CNG,160000,Manual,796.0,2,2013,-,CarDekho, LXI,13,13,2,True,57,True,12307.69,False,0.15384615384615385
10548,MARUTI SWIFT,160000.0,,New Delhi,2011,Petrol,50000,Manual,1197.0,1,2011,-,CarDekho,LXI,15,15,0,True,594,False,3333.33,False,0.06666666666666667
10549,HONDA CITY,150000.0,,New Delhi,2012,Petrol,160000,Manual,1497.0,2,2012,-,CarDekho, V  SUNROOF,14,14,1,True,684,False,11428.57,False,0.14285714285714285
10550,MARUTI SWIFT DZIRE,165000.0,,New Delhi,2011,Petrol,150000,Manual,1298.0,1,2011,Comprehensive,CarDekho,LXI,15,15,0,True,92,False,10000.0,False,0.06666666666666667
10552,MARUTI ALTO 800,110000.00000000001,,New Delhi,2012,Petrol,40000,Manual,796.0,1,2012,-,CarDekho,LXI,14,14,1,True,57,False,2857.14,False,0.07142857142857142
10553,MARUTI WAGON R,175000.0,,New Delhi,2013,CNG,101098,Manual,998.0,1,2013,Comprehensive,CarDekho,LXI ,13,13,2,True,595,False,7776.77,False,0.07692307692307693
10554,RENAULT KWID,150000.0,,Sonipat,2017,Petrol,41654,Manual,799.0,2,2017,-,CarDekho,RELOADED ,9,9,6,False,190,True,4628.22,False,0.2222222222222222
10556,MARUTI WAGON R,170000.0,,New Delhi,2012,CNG,56000,Manual,998.0,1,2012,-,CarDekho,LXI ,14,14,1,True,595,False,4000.0,False,0.07142857142857142
10557,MARUTI WAGON R,199000.0,,New Delhi,2014,CNG,62563,Manual,998.0,1,2014,Third Party,CarDekho,LXI ,12,12,3,True,595,False,5213.58,False,0.08333333333333333
10558,MARUTI WAGON R,200000.0,,New Delhi,2016,Diesel,40000,Manual,970.0,2,2016,-,CarDekho,,10,10,0,True,595,False,4000.0,False,0.2
10559,HYUNDAI I10,139000.0,,DL00,2012,Petrol,65000,Manual,1197.0,1,2012,-,CarDekho,MAGNA,14,14,1,True,373,False,4642.86,False,0.07142857142857142
10560,HYUNDAI I10,125000.0,,New Delhi,2011,Petrol,40000,Manual,1197.0,2,2011,-,CarDekho,MAGNA,15,15,0,True,373,False,2666.67,False,0.13333333333333333
10561,HYUNDAI SANTRO XING,160000.0,,New Delhi,2014,Petrol,100000,Manual,1086.0,2,2014,-,CarDekho,GL,12,12,3,True,30,False,8333.33,False,0.16666666666666666
10562,MARUTI WAGON R,196000.0,,New Delhi,2013,CNG,80000,Manual,998.0,1,2013,-,CarDekho,LXI ,13,13,2,True,595,False,6153.85,False,0.07692307692307693
10564,MARUTI A-STAR,140000.0,,Gurgaon,2013,Petrol,100000,Manual,998.0,1,2013,-,CarDekho,VXI,13,13,2,True,5,True,7692.31,False,0.07692307692307693
10565,HYUNDAI EON,177000.0,,New Delhi,2016,Petrol,54183,Manual,814.0,1,2015,Comprehensive,CarDekho,ERA PLUS,11,10,4,False,109,False,4925.73,False,0.09090909090909091
10566,MARUTI RITZ,120000.0,,New Delhi,2012,Petrol,70000,Manual,1197.0,2,2012,-,CarDekho,VXI (ABS) BS IV,14,14,1,True,51,False,5000.0,False,0.14285714285714285
10567,MARUTI RITZ,150000.0,,New Delhi,2010,Petrol,120000,Manual,1197.0,1,2010,-,CarDekho,LXI,16,16,-1,True,51,False,7500.0,False,0.0625
10568,TATA TIAGO,200000.0,,New Delhi,2016,Diesel,120000,Manual,1047.0,1,2016,-,CarDekho,5 REVOTORQ XZ,10,10,0,True,260,False,12000.0,False,0.1
10569,VOLKSWAGEN POLO,238000.0,,Gurgaon,2013,Petrol,61616,Manual,1198.0,3,2013,Comprehensive,CarDekho, COMFORTLINE ,13,13,2,True,114,True,4739.69,False,0.23076923076923078
10570,MARUTI ALTO 800,261000.0,,Lucknow,2021,Petrol,97386,Manual,796.0,1,2021,Third Party,CarDekho,VXI BSVI,5,5,10,False,57,True,19477.2,False,0.2
10571,HYUNDAI GRAND I10,210000.0,,New Delhi,2014,Petrol,80000,Manual,1197.0,3,2014,-,CarDekho,SPORTZ,12,12,3,True,457,False,6666.67,False,0.25
10572,MARUTI SWIFT,295000.0,,Gurgaon,2015,Petrol,70000,Manual,1197.0,1,2015,-,CarDekho,VXI,11,11,4,False,594,True,6363.64,False,0.09090909090909091
10573,MARUTI WAGON R,285000.0,,New Delhi,2015,Petrol,37450,Manual,998.0,1,2015,Comprehensive,CarDekho,VXI,11,11,4,False,595,False,3404.55,False,0.09090909090909091
10574,MARUTI WAGON R,299000.0,,Noida,2015,Petrol,52000,Manual,998.0,2,2015,Third Party,CarDekho,LXI BS IV,11,11,4,False,595,True,4727.27,False,0.18181818181818182
10575,VOLKSWAGEN VENTO,295000.0,,New Delhi,2015,Petrol,74000,Manual,1598.0,2,2015,-,CarDekho, TRENDLINE,11,11,4,False,62,False,6727.27,False,0.18181818181818182
10576,MARUTI ALTO K10,285000.0,,New Delhi,2019,Petrol,58000,Manual,998.0,1,2019,-,CarDekho,LXI,7,7,8,False,39,False,8285.71,False,0.14285714285714285
10577,HYUNDAI GRAND I10,227000.0,,Kurukshetra,2018,Diesel,97912,Manual,1186.0,2,2018,-,CarDekho, CRDI MAGNA,8,8,2,True,457,True,12239.0,False,0.25
10578,HYUNDAI GRAND I10,250000.0,,Gurgaon,2017,Petrol,51849,Manual,1197.0,2,2017,Third Party,CarDekho, KAPPA SPORTZ BSIV,9,9,6,False,457,True,5761.0,False,0.2222222222222222
10579,TATA TIGOR,293000.0,,New Delhi,2018,Petrol,91156,Manual,1199.0,1,2018,Third Party,CarDekho, REVOTRON XT,8,8,7,False,74,False,11394.5,False,0.125
10580,HONDA BRIO,297000.0,,New Delhi,2014,Petrol,50248,Automatic,1198.0,1,2014,Comprehensive,CarDekho,VX ,12,12,3,True,106,False,4187.33,False,0.08333333333333333
10581,HYUNDAI GRAND I10,252999.99999999997,,Meerut,2013,Petrol,67744,Manual,1197.0,1,2013,Comprehensive,CarDekho, KAPPA MAGNA BSIV,13,13,2,True,457,True,5211.08,False,0.07692307692307693
10582,HONDA AMAZE,277000.0,,Gurgaon,2017,Petrol,60920,Manual,1199.0,1,2017,Third Party,CarDekho,S  BSIV,9,9,6,False,408,True,6768.89,False,0.1111111111111111
10583,MARUTI WAGON R,299000.0,,Noida,2015,CNG,52000,Manual,998.0,2,2015,Third Party,CarDekho,LXI ,11,11,4,False,595,True,4727.27,False,0.18181818181818182
10584,HYUNDAI GRAND I10,296000.0,,New Delhi,2017,Petrol,52056,Manual,1197.0,1,2017,Third Party,CarDekho, KAPPA MAGNA BSIV,9,9,6,False,457,False,5784.0,False,0.1111111111111111
10585,MARUTI SWIFT,275000.0,,New Delhi,2016,Petrol,43861,Manual,1197.0,1,2016,-,CarDekho,LXI OPTIONAL-O,10,10,5,False,594,False,4386.1,False,0.1
10586,RENAULT KWID,268000.0,,New Delhi,2019,Petrol,50718,Manual,999.0,1,2019,Third Party,CarDekho, RXT OPTIONAL,7,7,8,False,190,False,7245.43,False,0.14285714285714285
10587,TATA TIAGO,289000.0,,Meerut,2017,Petrol,101259,Manual,1199.0,1,2017,Comprehensive,CarDekho, REVOTRON XT,9,9,6,False,260,True,11251.0,False,0.1111111111111111
10588,MARUTI WAGON R,259000.0,,New Delhi,2015,Petrol,34486,Manual,998.0,1,2015,Comprehensive,CarDekho,LXI BSVI,11,11,4,False,595,False,3135.09,False,0.09090909090909091
10589,MARUTI EECO,260000.0,,palwal,2018,CNG,80000,Manual,1196.0,3,2018,-,CarDekho, 5 SEER AC BSIV,8,8,7,False,45,True,10000.0,False,0.375
10590,HYUNDAI GRAND I10,276000.0,,New Delhi,2016,Petrol,93995,Manual,1197.0,1,2016,Third Party,CarDekho, KAPPA SPORTZ BSIV,10,10,5,False,457,False,9399.5,False,0.1
10591,HYUNDAI XCENT,215000.0,,New Delhi,2014,Petrol,60041,Manual,1197.0,1,2014,Third Party,CarDekho, KAPPA SX,12,12,3,True,61,False,5003.42,False,0.08333333333333333
10592,RENAULT KWID,238000.0,,New Delhi,2021,Petrol,66912,Manual,799.0,1,2021,Third Party,CarDekho,RXL,5,5,10,False,190,False,13382.4,False,0.2
10593,HYUNDAI I10,244000.0,,Gurgaon,2016,Petrol,38636,Manual,1197.0,1,2015,Third Party,CarDekho,MAGNA  ITECH SE,11,10,4,False,373,True,3512.36,False,0.09090909090909091
10594,MARUTI WAGON R,221000.0,,New Delhi,2015,Petrol,9914,Manual,998.0,1,2015,Third Party,CarDekho,LXI BS IV,11,11,4,False,595,False,901.27,False,0.09090909090909091
10595,MARUTI ALTO 800,293000.0,,Gurgaon,2019,Petrol,29668,Manual,796.0,1,2019,Comprehensive,CarDekho,LXI,7,7,8,False,57,True,4238.29,False,0.14285714285714285
10596,MARUTI CELERIO,266000.0,,New Delhi,2018,Petrol,49110,Manual,998.0,2,2018,Third Party,CarDekho,LXI,8,8,7,False,170,False,6138.75,False,0.25
10597,TATA TIAGO,290000.0,,New Delhi,2018,Petrol,58652,Manual,1199.0,1,2018,-,CarDekho, REVOTRON XM OPTION,8,8,7,False,260,False,7331.5,False,0.125
10598,HYUNDAI I10,200999.99999999997,,New Delhi,2015,Petrol,54843,Manual,1086.0,1,2015,Third Party,CarDekho,MAGNA ,11,11,4,False,373,False,4985.73,False,0.09090909090909091
10599,HYUNDAI GRAND I10,285000.0,,New Delhi,2016,Petrol,90548,Manual,1197.0,1,2015,Comprehensive,CarDekho, KAPPA MAGNA BSIV,11,10,4,False,457,False,8231.64,False,0.09090909090909091
10600,MARUTI ALTO 800,229000.0,,New Delhi,2016,Petrol,48333,Manual,796.0,2,2016,Comprehensive,CarDekho,LXI,10,10,5,False,57,False,4833.3,False,0.2
10601,HONDA AMAZE,247000.00000000003,,New Delhi,2013,Petrol,81619,Manual,1198.0,1,2013,Comprehensive,CarDekho,S I-VTEC,13,13,2,True,408,False,6278.38,False,0.07692307692307693
10602,MARUTI SWIFT DZIRE,231000.0,,New Delhi,2014,Petrol,85640,Manual,1197.0,1,2014,Third Party,CarDekho,VXI,12,12,3,True,92,False,7136.67,False,0.08333333333333333
10603,MARUTI ALTO 800,243000.00000000003,,New Delhi,2017,Petrol,50873,Manual,796.0,1,2017,Comprehensive,CarDekho,LXI,9,9,6,False,57,False,5652.56,False,0.1111111111111111
10604,TATA TIAGO NRG,264000.0,,New Delhi,2018,Petrol,98492,Manual,1199.0,1,2018,-,CarDekho,,8,8,7,False,2,False,12311.5,False,0.125
10605,HONDA AMAZE,237000.0,,New Delhi,2016,Petrol,95947,Manual,1198.0,1,2016,Third Party,CarDekho,S I-VTECH,10,10,5,False,408,False,9594.7,False,0.1
